test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
Mann-Whitney U,0.2156378372408374,46.5,0.852915937833684,0.011884332859308032,0.9055967101475779,0.32409528723398573
