test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
ANOVA,0.38739648161030754,0.7718521059526361,0.9567062313629251,0.539503818596299,0.913424877189414,0.26761412486452496
