test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
ANOVA,0.297271082828043,1.1453495266848674,0.9586279944835742,0.7004408474003426,0.8809689524087067,0.1923842465719665
