test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
ANOVA,0.9050985300346917,0.014531029417815968,0.956088767111164,0.5595157434469221,0.8620365723213732,0.12580937680102866
