modality,p_value_sum,rt_ms
1,0.150931631431133,0.0525153416456676
2,0.150931631431133,0.0525153416456676
3,0.150931631431133,0.0525153416456676
4,0.150931631431133,0.0525153416456676
5,0.150931631431133,0.0525153416456676
6,0.150931631431133,0.0525153416456676
7,0.150931631431133,0.0525153416456676
8,0.150931631431133,0.0525153416456676
