test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
Mann-Whitney U,0.17964055015107683,40.5,0.8673937001973531,0.016122327156662637,0.8304856558417874,0.08087133636551537
