test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
ANOVA,0.3783879736681446,0.8207999094822205,0.9439334822609903,0.5677819427903499,0.9698544488111779,0.8973988776170855
