test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
Mann-Whitney U,0.07311172256623273,18.5,0.7860366117715818,0.006163184809752126,0.9146089256370185,0.4287052957489273
