participant_id,gender,4_language,french_level,french_years,french_listening_rating,device,mistake_score,mean_mistake,rt_ms
P_1777112065838,Female,French,4,25.0,7,Speakers,1,0.0069444444444444,555.9722222222222
P_1777204271005,Female,French,4,,7,Speakers,2,0.0138888888888888,428.5833333333333
P_1777835056342,Female,French,4,22.0,7,Speakers,0,0.0,512.5347222222222
