test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
ANOVA,0.027134300139212336,5.362838405618396,0.9818268817975745,0.9763919839006955,0.9359293004216974,0.2465450723735974
