participant_id,gender,4_language,french_level,french_years,french_listening_rating,device,mistake_score,mean_mistake,rt_ms
P_1777112598665,Female,Slovak,0,0.0,1,Headphones,4,0.0277777777777777,1002.8472222222222
P_1777810079076,Female,Italian,3,4.0,5,Headphones,4,0.0277777777777777,1333.861111111111
P_1777811943826,Female,Italian,1,3.0,2,Headphones,0,0.0,464.9375
P_1777818502614,Female,German,1,5.0,3,Headphones,6,0.0416666666666666,782.0069444444445
P_1777821480999,Male,English,1,1.0,2,Headphones,4,0.0277777777777777,465.9583333333333
P_1777829481203,Female,Italian,0,0.0,1,Headphones,6,0.0416666666666666,1271.7708333333333
P_1777832348219,Male,Slovene,0,0.0,1,Headphones,5,0.0347222222222222,750.3611111111111
P_1777835211841,Mâle,Autre,3,20.0,7,Headphones,3,0.0208333333333333,1286.2847222222222
