test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
ANOVA,0.17518603571390462,1.934837161760244,0.9567062313629251,0.539503818596299,0.931854736124398,0.4001865898965499
