test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
ANOVA,0.07028818071185755,3.8882104766314263,0.8879714595479105,0.30769512302070934,0.9362562297959374,0.5430883044726933
