test,p_value,test_statistic,shapiro_stat_group1,shapiro_p_group1,shapiro_stat_group2,shapiro_p_group2
Mann-Whitney U,0.1509316314311325,96.0,0.8529159378336844,0.011884332859308159,0.9115222133000932,0.1231372974754047
